antecedent,consequent,confidence,supAntecedent
spotify:track:7xYnUQigPoIDAMPVK79NEq,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,0.5454545454545454,11
spotify:track:7xYnUQigPoIDAMPVK79NEq,spotify:track:5KY7zgFeH2GWoL1zP9mME6,0.5454545454545454,11
spotify:track:7x8dCjCr0x6x2lXKujYD34,spotify:track:5FZxsHWIvUsmSK1IAvm2pp,0.625,8
spotify:track:7wZUrN8oemZfsEd1CGkbXE,spotify:track:0JEqGkvUiMTQmFY6sgL9kg,0.5714285714285714,14
spotify:track:7wZUrN8oemZfsEd1CGkbXE,spotify:track:2CvOqDpQIMw69cCzWqr5yr,0.5714285714285714,14
spotify:track:7wGoVu4Dady5GV0Sv4UIsx,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.5454545454545454,55
spotify:track:7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.5272727272727272,55
spotify:track:7vvqXzT1P7XlRZNWOHYgLk,spotify:track:7G6l2FtQyRhQgYgut2I6i8,0.7142857142857143,7
spotify:track:7vidktgNZFQylTgH1GEnMs,spotify:track:7o2CTH4ctstm8TNelqjb51,0.5454545454545454,11
spotify:track:7uoulrMQgFZFAIEpRPvewL,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.6,10
spotify:track:7uKcScNXuO3MWw6LowBjW1,spotify:track:5dNfHmqgr128gMY2tc5CeJ,0.6111111111111112,18
spotify:track:7tefUew2RUuSAqHyegMoY1,spotify:track:02M6vucOvmRfMxTXDUwRXu,0.75,8
spotify:track:7tefUew2RUuSAqHyegMoY1,spotify:track:40xhyfAPDoMtv494MfPevP,0.625,8
spotify:track:7tefUew2RUuSAqHyegMoY1,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,0.625,8
spotify:track:7tefUew2RUuSAqHyegMoY1,spotify:track:6jG2YzhxptolDzLHTGLt7S,0.625,8
spotify:track:7taXf5odg9xCAZERYfyOkS,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.875,8
spotify:track:7taXf5odg9xCAZERYfyOkS,spotify:track:4IdXngKo4g5exqZ0fQTecu,0.625,8
spotify:track:7taXf5odg9xCAZERYfyOkS,spotify:track:32OWobmyAz8J2qA8iWekyS,0.625,8
spotify:track:7taXf5odg9xCAZERYfyOkS,spotify:track:3T7dNA7O8c3Axj5WyDNcH3,0.625,8
spotify:track:7taXf5odg9xCAZERYfyOkS,spotify:track:2FRnf9qhLbvw8fu4IBXx78,0.625,8
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:6klpXs2uAjagnZMFkt4qkl,0.8125,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:6oYkwjI1TKP9D0Y9II1GT7,0.75,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:5VIfacsWytkcgr7aTt8Tql,0.6875,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:03xWMkKEbeO4SnylA53ipj,0.625,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:6btdYzQ8eZFBrOlUKVHuz0,0.625,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:0qcr5FMsEO85NAQjrlDRKo,0.5625,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:2rm72l5pjfby1cWvPMUojI,0.5625,16
spotify:track:7tUSJY4nsDBJTjd1UXKRsT,spotify:track:4HGIPyqDxSf863tPOwXiLJ,0.5625,16
spotify:track:7tA7IQiLWAqTXahUQ9RvfN,spotify:track:5u5MvmVtitax9R1Mxh3reC,0.7142857142857143,7
spotify:track:7tA7IQiLWAqTXahUQ9RvfN,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,0.7142857142857143,7
spotify:track:7t8BYlMLFD69KP6pXgA5Aa,spotify:track:2DVUJ7LTIOEQqjfOZXs8iU,0.875,8
spotify:track:7t8BYlMLFD69KP6pXgA5Aa,spotify:track:1Ujrbg6RNkyazJ6DbRAutG,0.625,8
spotify:track:7t1lBIr3WIEtqQEOdZFMUf,spotify:track:74atKkOasLOVzvqB6mYgga,1.0,6
spotify:track:7t1lBIr3WIEtqQEOdZFMUf,spotify:track:4eSGSqP2TZvvX0kadZZttM,0.8333333333333334,6
spotify:track:7t1lBIr3WIEtqQEOdZFMUf,spotify:track:6Z01gUquJsjJC67uNWm6P0,0.8333333333333334,6
spotify:track:7syG2WcnpcoJvxSZT9VbAa,spotify:track:3toP91RkMRQw7M0bScJ4F9,0.8333333333333334,6
spotify:track:7sqK6f8dHVx3Q1GjFrVyGl,spotify:track:6jX5mso4x00c1EiNMrTU9U,0.625,8
spotify:track:7smCjIc7MoUM4ay55LQrdu,spotify:track:1TfAhjzRBWzYZ8IdUV3igl,1.0,7
spotify:track:7smCjIc7MoUM4ay55LQrdu,spotify:track:3AWSwChgStOColFkXbwRnP,1.0,7
spotify:track:7smCjIc7MoUM4ay55LQrdu,spotify:track:1GBknQ67DCfKTPms1dw9EW,1.0,7
spotify:track:7sG2bWi2eDtvX9vX8yC1Gn,spotify:track:2FiSTH0GYpIioUgjfzMIja,0.8333333333333334,6
spotify:track:7sBwAWyXfiIgrYQ8BaJESH,spotify:track:5NFYuqu8V6QXc6mzcLImd6,0.8571428571428571,7
spotify:track:7sBwAWyXfiIgrYQ8BaJESH,spotify:track:1xznGGDReH1oQq0xzbwXa3,0.8571428571428571,7
spotify:track:7s49Um7G06hq2rulrHPsIy,spotify:track:5OOkp4U9P9oL23maHFHL1h,0.7,10
spotify:track:7s49Um7G06hq2rulrHPsIy,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,0.6,10
spotify:track:7s49Um7G06hq2rulrHPsIy,spotify:track:1wHZx0LgzFHyeIZkUydNXq,0.6,10
spotify:track:7s49Um7G06hq2rulrHPsIy,spotify:track:5uDASfU19gDxSjW8cnCaBp,0.6,10
spotify:track:7s25THrKz86DM225dOYwnr,spotify:track:5lXcSvHRVjQJ3LB2rLKQog,0.5555555555555556,9
spotify:track:7rqyZM53JpYj86avtfmyeg,spotify:track:6pAH9ilo8UkRIraNc8YVkR,0.5384615384615384,13
spotify:track:7rdjfrTBMNt3KaaGvSv3YG,spotify:track:2FBUoWkIuQXwayw2RNo5l6,0.7,10
spotify:track:7rOIWUhSfjWh4E7443PYE8,spotify:track:00LfFm08VWeZwB0Zlm24AT,1.0,5
spotify:track:7qxjGHW485TL8ciwkHD5MK,spotify:track:40sRwFjfrRnaTdYPJIg4CP,1.0,6
spotify:track:7qxjGHW485TL8ciwkHD5MK,spotify:track:1lguQJjlNrIOoOylYVZN3M,1.0,6
spotify:track:7qtAgn9mwxygsPOsUDVRRt,spotify:track:7H6ev70Weq6DdpZyyTmUXk,0.6,10
spotify:track:7qqOmEfeTPgjBsm1Qm98eg,spotify:track:0v9Wz8o0BT8DU38R4ddjeH,0.7142857142857143,7
spotify:track:7qT7NUDywO7vNJNTNxqWiN,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.7142857142857143,7
spotify:track:7qT7NUDywO7vNJNTNxqWiN,spotify:track:2c8sgbZoEanC3QyFNZxUcA,0.7142857142857143,7
spotify:track:7py16W5fWYLFFS6BElKAjn,spotify:track:0azC730Exh71aQlOt9Zj3y,0.625,8
spotify:track:7py16W5fWYLFFS6BElKAjn,spotify:track:0lmdsH1MIoLsMymnNpd6HU,0.625,8
spotify:track:7pxhKtuTwofDIdgHx2DcVK,spotify:track:5C6uh95eAL0RBTSGXKQwvk,0.625,8
spotify:track:7pxhKtuTwofDIdgHx2DcVK,spotify:track:2FviG1Ma0M0BSZbqaDvw0x,0.625,8
spotify:track:7pxhKtuTwofDIdgHx2DcVK,spotify:track:6p5GuyEqQH5pv02ouEyogQ,0.625,8
spotify:track:7px4t7HGiuMUvFkEOpZEwp,spotify:track:7I5fYc4qKJddht8Ozhqqdx,0.8181818181818182,11
spotify:track:7px4t7HGiuMUvFkEOpZEwp,spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.7272727272727273,11
spotify:track:7px4t7HGiuMUvFkEOpZEwp,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.7272727272727273,11
spotify:track:7px4t7HGiuMUvFkEOpZEwp,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.7272727272727273,11
spotify:track:7px4t7HGiuMUvFkEOpZEwp,spotify:track:4JjIIBNoho0V2gZjH4nEzR,0.5454545454545454,11
spotify:track:7puxIVNdj5nsBJk43zM3bH,spotify:track:4TnUKixNWMfajncgdSwFoi,0.7777777777777778,9
spotify:track:7puxIVNdj5nsBJk43zM3bH,spotify:track:1ipcb9qXpSHWhSUvdxJhsx,0.6666666666666666,9
spotify:track:7puxIVNdj5nsBJk43zM3bH,spotify:track:6iy4PoAuZBMvtrlDX4VxC7,0.6666666666666666,9
spotify:track:7puxIVNdj5nsBJk43zM3bH,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,0.6666666666666666,9
spotify:track:7puxIVNdj5nsBJk43zM3bH,spotify:track:7k1Xm1wy00hCKJDYJL5p1n,0.6666666666666666,9
spotify:track:7puxIVNdj5nsBJk43zM3bH,spotify:track:69ku805AjIcFQh0IfkGohf,0.5555555555555556,9
spotify:track:7pudclCl5P99Me3P5F9hPC,spotify:track:6j0teRL3WdExzqmy334sh5,0.8333333333333334,6
spotify:track:7pda6TLAbVGxUjIUtbiNt0,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.8333333333333334,6
spotify:track:7pda6TLAbVGxUjIUtbiNt0,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,0.8333333333333334,6
spotify:track:7pda6TLAbVGxUjIUtbiNt0,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.8333333333333334,6
spotify:track:7pas6O1LYbaeChEFQBhPFU,spotify:track:20dP2DaMHIAmwWAbp7peSr,1.0,7
spotify:track:7pas6O1LYbaeChEFQBhPFU,spotify:track:6j0teRL3WdExzqmy334sh5,0.8571428571428571,7
spotify:track:7pas6O1LYbaeChEFQBhPFU,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.8571428571428571,7
spotify:track:7pas6O1LYbaeChEFQBhPFU,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.8571428571428571,7
spotify:track:7pYPpFhFyOwCjf4y7vdJqM,spotify:track:4nthV2eZAXnt4yiJMocLkG,0.5454545454545454,11
spotify:track:7o9uu2GDtVDr9nsR7ZRN73,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,0.6923076923076923,13
spotify:track:7o9uu2GDtVDr9nsR7ZRN73,spotify:track:5RsUlxLto4NZbhJpqJbHfN,0.5384615384615384,13
spotify:track:7o9uu2GDtVDr9nsR7ZRN73,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.5384615384615384,13
spotify:track:7noz6lydFxH30fneHwKMvp,spotify:track:2toP38V9z9qPYhX6i48JRH,1.0,5
spotify:track:7noz6lydFxH30fneHwKMvp,spotify:track:6GehIyYyvHcfhNIG11SU3U,1.0,5
spotify:track:7nZmah2llfvLDiUjm0kiyz,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.5384615384615384,13
spotify:track:7nDoBWDvf02SyD8kEQuuPO,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,0.7272727272727273,11
spotify:track:7nDoBWDvf02SyD8kEQuuPO,spotify:track:2TR7A4ulH9R1PNwMyd8o8U,0.7272727272727273,11
spotify:track:7nD9nN3jord9wWcfW3Gkcm,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,0.5714285714285714,14
spotify:track:7nD9nN3jord9wWcfW3Gkcm,spotify:track:1xznGGDReH1oQq0xzbwXa3,0.5714285714285714,14
spotify:track:7nD9nN3jord9wWcfW3Gkcm,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.5714285714285714,14
spotify:track:7n8UWYTawkrcC1KBsY5XRc,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,0.75,8
spotify:track:7n8UWYTawkrcC1KBsY5XRc,spotify:track:561jH07mF1jHuk7KlaeF0s,0.75,8
spotify:track:7n8UWYTawkrcC1KBsY5XRc,spotify:track:2wqRrl8N9ykR30rAe5gcCv,0.625,8
spotify:track:7n1nLaVnTdMmUY8gj7DMY7,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.8333333333333334,6
spotify:track:7n1nLaVnTdMmUY8gj7DMY7,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.8333333333333334,6
spotify:track:7mliwEVqxIuwLmHdTXlBrx,spotify:track:52JyHLUiugFECIYBWM2qdh,1.0,5
spotify:track:7m9XR7FquXLP1FewdAcNS9,spotify:track:3dP0pLbg9OfVwssDjp9aT0,1.0,5
spotify:track:7m9XR7FquXLP1FewdAcNS9,spotify:track:7EsSVPxaYoAZjQwhspJBs2,1.0,5
spotify:track:7m9XR7FquXLP1FewdAcNS9,spotify:track:4cxvludVmQxryrnx1m9FqL,1.0,5
spotify:track:7m9OqQk4RVRkw9JJdeAw96,spotify:track:7AQim7LbvFVZJE3O8TYgf2,0.52,25
spotify:track:7lUE02KHkZM44BZgjCaWRO,spotify:track:0O8Z60xOZX7TqDWXS5Fied,0.625,8
spotify:track:7lUE02KHkZM44BZgjCaWRO,spotify:track:56QOJkmoUmuCbu8lPWxur9,0.625,8
spotify:track:7lRlq939cDG4SzWOF4VAnd,spotify:track:5dTHtzHFPyi8TlTtzoz1J9,0.8333333333333334,6
spotify:track:7lL3MvFWFFSD25pBz72Agj,spotify:track:62vpWI1CHwFy7tMIcSStl8,0.75,16
spotify:track:7lL3MvFWFFSD25pBz72Agj,spotify:track:16qYlQ6koFxYVbiJbGHblz,0.5625,16
spotify:track:7lL3MvFWFFSD25pBz72Agj,spotify:track:6Ius4TC0L3cN74HT7ENE6e,0.5625,16
spotify:track:7kzKAuUzOITUauHAhoMoxA,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,0.8333333333333334,6
spotify:track:7keXdrB4mz57u4b8YkCwag,spotify:track:5imShWWzwqfAJ9gXFpGAQh,0.7142857142857143,7
spotify:track:7kWeSMXLxUHHOkFxsS0vhP,spotify:track:07KYRDFf8Q6sqj4PWCP9vh,0.8571428571428571,7
spotify:track:7kNlRLC9PEH8nXMVawssMx,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,1.0,6
spotify:track:7kNlRLC9PEH8nXMVawssMx,spotify:track:6UaRii9AH6Zss9xNMEQ2M9,0.8333333333333334,6
spotify:track:7kNlRLC9PEH8nXMVawssMx,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,0.8333333333333334,6
spotify:track:7kMfu3KUydmrFVGEAhjtyl,spotify:track:2q4rjDy9WhaN3o9MvDbO21,0.5454545454545454,11
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:4TnUKixNWMfajncgdSwFoi,0.7777777777777778,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:6iy4PoAuZBMvtrlDX4VxC7,0.7777777777777778,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:4G9eIyEcVwLoG7kYNFpSII,0.6666666666666666,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:4VyTESM8Uovi8ZpOBgNPev,0.6666666666666666,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:4qjmnM1aYvayCTDd0uuRKH,0.6666666666666666,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:7ebCto1KdVyXp3kl3kWVS8,0.6666666666666666,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:7puxIVNdj5nsBJk43zM3bH,0.6666666666666666,9
spotify:track:7k1Xm1wy00hCKJDYJL5p1n,spotify:track:7aVQ0taICJBg5uscNK1KMN,0.5555555555555556,9
spotify:track:7jslhIiELQkgW9IHeYNOWE,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.6666666666666666,24
spotify:track:7jTKLKs3NDmDnJHan5M2A0,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,0.5384615384615384,13
spotify:track:7jRoWfRlLnGYEIEn4t4kbq,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,0.6363636363636364,11
spotify:track:7jRoWfRlLnGYEIEn4t4kbq,spotify:track:0vupCkmy497h49a74Xsxj1,0.5454545454545454,11
spotify:track:7jRoWfRlLnGYEIEn4t4kbq,spotify:track:2gam98EZKrF9XuOkU13ApN,0.5454545454545454,11
spotify:track:7jOXGeS0v0rdFssNy7Mxkn,spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4,0.5833333333333334,12
spotify:track:7iaw359G2XT14uTfV9feip,spotify:track:4KW1lqgSr8TKrvBII0Brf8,0.6153846153846154,13
spotify:track:7iaw359G2XT14uTfV9feip,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.6153846153846154,13
spotify:track:7iDa6hUg2VgEL1o1HjmfBn,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.5555555555555556,9
spotify:track:7i9763l5SSfOnqZ35VOcfy,spotify:track:6GmkJJMe9U1tEcrJ3Hq3A1,0.6666666666666666,9
spotify:track:7i9763l5SSfOnqZ35VOcfy,spotify:track:57yL3161hUMuw06zzzUCHi,0.5555555555555556,9
spotify:track:7i9763l5SSfOnqZ35VOcfy,spotify:track:1s9xuJxhYM0LdVqksjegcg,0.5555555555555556,9
spotify:track:7i9763l5SSfOnqZ35VOcfy,spotify:track:2P61EK6DMGyVyssLWS4fKy,0.5555555555555556,9
spotify:track:7i9763l5SSfOnqZ35VOcfy,spotify:track:4Oyl6oYSNeeZZP0OAxPVaU,0.5555555555555556,9
spotify:track:7i2ZmmyLzE7NcFAJl30mKY,spotify:track:0fxpHpK3aw2nFWII6yveDD,0.7,10
spotify:track:7i2ZmmyLzE7NcFAJl30mKY,spotify:track:4EHWldZTas5KUyFtT0rQlY,0.6,10
spotify:track:7i2ZmmyLzE7NcFAJl30mKY,spotify:track:58yhHre6kOePZPD15hZWgP,0.6,10
spotify:track:7hxZF4jETnE5Q75rKQnMjE,spotify:track:6YffUZJ2R06kyxyK6onezL,0.5454545454545454,11
spotify:track:7gXdAqJLCa5aYUeLVxosOz,spotify:track:7o2CTH4ctstm8TNelqjb51,0.7222222222222222,18
spotify:track:7gXdAqJLCa5aYUeLVxosOz,spotify:track:5MxNLUsfh7uzROypsoO5qe,0.5555555555555556,18
spotify:track:7gXdAqJLCa5aYUeLVxosOz,spotify:track:3YBZIN3rekqsKxbJc9FZko,0.5555555555555556,18
spotify:track:7gSQv1OHpkIoAdUiRLdmI6,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.75,12
spotify:track:7gSQv1OHpkIoAdUiRLdmI6,spotify:track:1fDsrQ23eTAVFElUMaf38X,0.5833333333333334,12
spotify:track:7gSQv1OHpkIoAdUiRLdmI6,spotify:track:43btz2xjMKpcmjkuRsvxyg,0.5833333333333334,12
spotify:track:7fqhrLJzKHJ0RW32N0y2Gp,spotify:track:2LawezPeJhN4AWuSB0GtAU,0.5789473684210527,19
spotify:track:7floNISpH8VF4z4459Qo18,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.6666666666666666,27
spotify:track:7floNISpH8VF4z4459Qo18,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.6296296296296297,27
spotify:track:7fSPXg9avmHAkLopHA7YFe,spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,0.8333333333333334,6
spotify:track:7fSGbZLhWlAiCC3HDPAULu,spotify:track:5CQ30WqJwcep0pYcV4AMNc,0.5882352941176471,17
spotify:track:7fSGbZLhWlAiCC3HDPAULu,spotify:track:6NxsCnLeLd8Ai1TrgGxzIx,0.5882352941176471,17
spotify:track:7fSGbZLhWlAiCC3HDPAULu,spotify:track:0wzABO1igQsSy8cQ7dIeHK,0.5294117647058824,17
spotify:track:7fAyx71fuhduT3EUdK15NO,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.75,8
spotify:track:7fAyx71fuhduT3EUdK15NO,spotify:track:5HJId22hZ2IvFnvNSy6ZbE,0.625,8
spotify:track:7f08qp3HROTkfrtNpiYGGo,spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.5384615384615384,13
spotify:track:7f08qp3HROTkfrtNpiYGGo,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,0.5384615384615384,13
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,spotify:track:3kxfsdsCpFgN412fpnW85Y,0.6,10
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,spotify:track:3xKsf9qdS1CyvXSMEid6g8,0.6,10
spotify:track:7ebCto1KdVyXp3kl3kWVS8,spotify:track:3cE5ltZFHmBpiS77itKaOM,0.5833333333333334,12
spotify:track:7e8utCy2JlSB8dRHKi49xM,spotify:track:5JtPGzRgrWxkXX9LoROq3d,0.6,10
spotify:track:7cNz65PfCatRXoX7QtqM2A,spotify:track:2vtmY2mSccRzKGjtcHSzI3,0.8333333333333334,6
spotify:track:7cGFbx7MP0H23iHZTZpqMM,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.7647058823529411,17
spotify:track:7cGFbx7MP0H23iHZTZpqMM,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.5294117647058824,17
spotify:track:7c5fZdCngn5l2XTSmoj6nv,spotify:track:6l03SDeyfjqY9KBeuOdVfq,1.0,5
spotify:track:7brQHA2CgQpcMBiOlfiXYb,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.7,10
spotify:track:7bJUkF96TYazaRp8ZH3Ars,spotify:track:2U8NXPTXZWG2O0ye2sYRiH,0.5555555555555556,9
spotify:track:7bJ4mu7MHa3rHiNyKjOoSl,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,0.9,10
spotify:track:7bJ4mu7MHa3rHiNyKjOoSl,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.7,10
spotify:track:7bJ4mu7MHa3rHiNyKjOoSl,spotify:track:343YBumqHu19cGoGARUTsd,0.7,10
spotify:track:7bG6SQBGZthPDG5QJL5Gf7,spotify:track:0qcr5FMsEO85NAQjrlDRKo,0.7777777777777778,9
spotify:track:7bG6SQBGZthPDG5QJL5Gf7,spotify:track:5covTs92HnHJwAWrXF7l14,0.6666666666666666,9
spotify:track:7b4yGtR0rujvLi5EBfKKJ2,spotify:track:5RsUlxLto4NZbhJpqJbHfN,0.6153846153846154,13
spotify:track:7b4yGtR0rujvLi5EBfKKJ2,spotify:track:7o2CTH4ctstm8TNelqjb51,0.5384615384615384,13
spotify:track:7b4yGtR0rujvLi5EBfKKJ2,spotify:track:43btz2xjMKpcmjkuRsvxyg,0.5384615384615384,13
spotify:track:7b4yGtR0rujvLi5EBfKKJ2,spotify:track:7jTKLKs3NDmDnJHan5M2A0,0.5384615384615384,13
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:4SRqDmPxYX0pUb5B5ut2Ri,0.75,8
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:3LmvfNUQtglbTrydsdIqFU,0.625,8
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:7I6DceMT3utDOHjcYCbrr4,0.625,8
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,0.625,8
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:00LfFm08VWeZwB0Zlm24AT,0.625,8
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:5xV0Czdqefft6sPDqjmFBu,0.625,8
spotify:track:7aypCcPYXxoa9wBMe0vjTP,spotify:track:4nthV2eZAXnt4yiJMocLkG,0.625,8
spotify:track:7ayDPcMisPI8HpnVrQjcdE,spotify:track:0i5el041vd6nxrGEU8QRxy,0.8333333333333334,6
spotify:track:7ayDPcMisPI8HpnVrQjcdE,spotify:track:6s9ICeczYOfbHHIaSMq9jd,0.8333333333333334,6
spotify:track:7ayDPcMisPI8HpnVrQjcdE,spotify:track:2TR7A4ulH9R1PNwMyd8o8U,0.8333333333333334,6
spotify:track:7ayDPcMisPI8HpnVrQjcdE,spotify:track:5T6DM9qjjngWnukcw0svkX,0.8333333333333334,6
spotify:track:7avUYFehb1GscgCncPdBDK,spotify:track:4auZhbHhgbiSMeh0kiHCRk,0.6,10
spotify:track:7avUYFehb1GscgCncPdBDK,spotify:track:6vjWim6xU6tPjA42GxSp1U,0.6,10
spotify:track:7avUYFehb1GscgCncPdBDK,spotify:track:6O6M7pJLABmfBRoGZMu76Y,0.6,10
spotify:track:7aliOjqVEBd3ZZ8NMkuifd,spotify:track:1YLJVmuzeM2YSUkCCaTNUB,0.5833333333333334,12
spotify:track:7aVQ0taICJBg5uscNK1KMN,spotify:track:1VuFPJ1EI9mtc6FmK3RMFL,0.7142857142857143,7
spotify:track:7aVQ0taICJBg5uscNK1KMN,spotify:track:2rg3yLJKN5Yl4JCHHkMgeC,0.7142857142857143,7
spotify:track:7aVQ0taICJBg5uscNK1KMN,spotify:track:1A0I5aiVZRwecRlbQcweBh,0.7142857142857143,7
spotify:track:7aVQ0taICJBg5uscNK1KMN,spotify:track:0nDjzA4kns1QOWPXuOn6Xw,0.7142857142857143,7
spotify:track:7aVQ0taICJBg5uscNK1KMN,spotify:track:3xdjjKMcMOFgo1eQrfbogM,0.7142857142857143,7
spotify:track:7aVQ0taICJBg5uscNK1KMN,spotify:track:7k1Xm1wy00hCKJDYJL5p1n,0.7142857142857143,7
